Date,Demand,DayOfWeek,DayOfMonth,Month,Quarter,WeekOfYear,IsWeekend,Lag_1,Lag_7,Lag_14,Lag_28,Rolling_Mean_7,Rolling_Mean_14,Rolling_Mean_28
2010-03-21,43,6,21,3,1,11,1,0.0,13.0,42.0,32.0,75.0,96.71428571428571,96.85714285714286
2010-03-22,56,0,22,3,1,12,0,43.0,30.0,222.0,85.0,79.28571428571429,96.78571428571429,97.25
2010-03-23,38,1,23,3,1,12,0,56.0,124.0,272.0,153.0,83.0,84.92857142857143,96.21428571428571
2010-03-24,175,2,24,3,1,12,0,38.0,78.0,256.0,19.0,70.71428571428571,68.21428571428571,92.10714285714286
2010-03-25,274,3,25,3,1,12,0,175.0,183.0,5.0,262.0,84.57142857142857,62.42857142857143,97.67857142857143
2010-03-26,269,4,26,3,1,12,0,274.0,97.0,32.0,52.0,97.57142857142857,81.64285714285714,98.10714285714286
2010-03-27,0,5,27,3,1,12,1,269.0,0.0,0.0,0.0,122.14285714285714,98.57142857142857,105.85714285714286
2010-03-28,117,6,28,3,1,12,1,0.0,43.0,13.0,42.0,122.14285714285714,98.57142857142857,105.85714285714286
2010-03-29,53,0,29,3,1,13,0,117.0,56.0,30.0,50.0,132.71428571428572,106.0,108.53571428571429
2010-03-30,119,1,30,3,1,13,0,53.0,38.0,124.0,4.0,132.28571428571428,107.64285714285714,108.64285714285714
2010-03-31,48,2,31,3,1,13,0,119.0,175.0,78.0,61.0,143.85714285714286,107.28571428571429,112.75
2010-04-01,368,3,1,4,2,13,0,48.0,274.0,183.0,164.0,125.71428571428571,105.14285714285714,112.28571428571429
2010-04-02,0,4,2,4,2,13,0,368.0,269.0,97.0,434.0,139.14285714285714,118.35714285714286,119.57142857142857
2010-04-03,0,5,3,4,2,13,1,0.0,0.0,0.0,0.0,100.71428571428571,111.42857142857143,104.07142857142857
2010-04-04,0,6,4,4,2,13,1,0.0,117.0,43.0,42.0,100.71428571428571,111.42857142857143,104.07142857142857
2010-04-05,0,0,5,4,2,14,0,0.0,53.0,56.0,222.0,84.0,108.35714285714286,102.57142857142857
2010-04-06,122,1,6,4,2,14,0,0.0,119.0,38.0,272.0,76.42857142857143,104.35714285714286,94.64285714285714
2010-04-07,71,2,7,4,2,14,0,122.0,48.0,175.0,256.0,76.85714285714286,110.35714285714286,89.28571428571429
2010-04-08,55,3,8,4,2,14,0,71.0,368.0,274.0,5.0,80.14285714285714,102.92857142857143,82.67857142857143
2010-04-09,46,4,9,4,2,14,0,55.0,0.0,269.0,32.0,35.42857142857143,87.28571428571429,84.46428571428571
2010-04-10,0,5,10,4,2,14,1,46.0,0.0,0.0,0.0,42.0,71.35714285714286,84.96428571428571
2010-04-11,122,6,11,4,2,14,1,0.0,0.0,117.0,13.0,42.0,71.35714285714286,84.96428571428571
2010-04-12,530,0,12,4,2,15,0,122.0,0.0,53.0,30.0,59.42857142857143,71.71428571428571,88.85714285714286
2010-04-13,37,1,13,4,2,15,0,530.0,122.0,119.0,124.0,135.14285714285714,105.78571428571429,106.71428571428571
2010-04-14,209,2,14,4,2,15,0,37.0,71.0,48.0,78.0,123.0,99.92857142857143,103.60714285714286
2010-04-15,54,3,15,4,2,15,0,209.0,55.0,368.0,183.0,142.71428571428572,111.42857142857143,108.28571428571429
2010-04-16,146,4,16,4,2,15,0,54.0,46.0,0.0,97.0,142.57142857142858,89.0,103.67857142857143
2010-04-17,0,5,17,4,2,15,1,146.0,0.0,0.0,0.0,156.85714285714286,99.42857142857143,105.42857142857143
2010-04-18,30,6,18,4,2,15,1,0.0,122.0,0.0,43.0,156.85714285714286,99.42857142857143,105.42857142857143
2010-04-19,60,0,19,4,2,16,0,30.0,530.0,0.0,56.0,143.71428571428572,101.57142857142857,104.96428571428571
2010-04-20,25,1,20,4,2,16,0,60.0,37.0,122.0,38.0,76.57142857142857,105.85714285714286,105.10714285714286
2010-04-21,210,2,21,4,2,16,0,25.0,209.0,71.0,175.0,74.85714285714286,98.92857142857143,104.64285714285714
2010-04-22,242,3,22,4,2,16,0,210.0,54.0,55.0,274.0,75.0,108.85714285714286,105.89285714285714
2010-04-23,72,4,23,4,2,16,0,242.0,146.0,46.0,269.0,101.85714285714286,122.21428571428571,104.75
2010-04-24,0,5,24,4,2,16,1,72.0,0.0,0.0,0.0,91.28571428571429,124.07142857142857,97.71428571428571
2010-04-25,36,6,25,4,2,16,1,0.0,30.0,122.0,117.0,91.28571428571429,124.07142857142857,97.71428571428571
2010-04-26,383,0,26,4,2,17,0,36.0,60.0,530.0,53.0,92.14285714285714,117.92857142857143,94.82142857142857
2010-04-27,113,1,27,4,2,17,0,383.0,25.0,37.0,119.0,138.28571428571428,107.42857142857143,106.60714285714286
2010-04-28,532,2,28,4,2,17,0,113.0,210.0,209.0,48.0,150.85714285714286,112.85714285714286,106.39285714285714
2010-04-29,298,3,29,4,2,17,0,532.0,242.0,54.0,368.0,196.85714285714286,135.92857142857142,123.67857142857143
2010-04-30,185,4,30,4,2,17,0,298.0,72.0,146.0,0.0,204.85714285714286,153.35714285714286,121.17857142857143
2010-05-01,0,5,1,5,2,17,1,185.0,0.0,0.0,0.0,221.0,156.14285714285714,127.78571428571429
2010-05-02,28,6,2,5,2,17,1,0.0,36.0,30.0,0.0,221.0,156.14285714285714,127.78571428571429
2010-05-03,0,0,3,5,2,18,0,28.0,383.0,60.0,0.0,219.85714285714286,156.0,128.78571428571428
2010-05-04,88,1,4,5,2,18,0,0.0,113.0,25.0,122.0,165.14285714285714,151.71428571428572,128.78571428571428
2010-05-05,413,2,5,5,2,18,0,88.0,532.0,210.0,71.0,161.57142857142858,156.21428571428572,127.57142857142857
2010-05-06,396,3,6,5,2,18,0,413.0,298.0,242.0,55.0,144.57142857142858,170.71428571428572,139.78571428571428
2010-05-07,290,4,7,5,2,18,0,396.0,185.0,72.0,46.0,158.57142857142858,181.71428571428572,151.96428571428572
2010-05-08,0,5,8,5,2,18,1,290.0,0.0,0.0,0.0,173.57142857142858,197.28571428571428,160.67857142857142
2010-05-09,20,6,9,5,2,18,1,0.0,28.0,36.0,122.0,173.57142857142858,197.28571428571428,160.67857142857142
2010-05-10,238,0,10,5,2,19,0,20.0,0.0,383.0,530.0,172.42857142857142,196.14285714285714,157.03571428571428
2010-05-11,85,1,11,5,2,19,0,238.0,88.0,113.0,37.0,206.42857142857142,185.78571428571428,146.60714285714286
2010-05-12,414,2,12,5,2,19,0,85.0,413.0,532.0,209.0,206.0,183.78571428571428,148.32142857142858
2010-05-13,56,3,13,5,2,19,0,414.0,396.0,298.0,54.0,206.14285714285714,175.35714285714286,155.64285714285714
2010-05-14,52,4,14,5,2,19,0,56.0,290.0,185.0,146.0,157.57142857142858,158.07142857142858,155.71428571428572
2010-05-15,0,5,15,5,2,19,1,52.0,0.0,0.0,0.0,123.57142857142857,148.57142857142858,152.35714285714286
2010-05-16,149,6,16,5,2,19,1,0.0,20.0,28.0,30.0,123.57142857142857,148.57142857142858,152.35714285714286
2010-05-17,23,0,17,5,2,20,0,149.0,238.0,0.0,60.0,142.0,157.21428571428572,156.60714285714286
2010-05-18,309,1,18,5,2,20,0,23.0,85.0,88.0,25.0,111.28571428571429,158.85714285714286,155.28571428571428
2010-05-19,36,2,19,5,2,20,0,309.0,414.0,413.0,210.0,143.28571428571428,174.64285714285714,165.42857142857142
2010-05-20,89,3,20,5,2,20,0,36.0,56.0,396.0,242.0,89.28571428571429,147.71428571428572,159.21428571428572
2010-05-21,122,4,21,5,2,20,0,89.0,52.0,290.0,72.0,94.0,125.78571428571429,153.75
2010-05-22,0,5,22,5,2,20,1,122.0,0.0,0.0,0.0,104.0,113.78571428571429,155.53571428571428
2010-05-23,45,6,23,5,2,20,1,0.0,149.0,20.0,36.0,104.0,113.78571428571429,155.53571428571428
2010-05-24,141,0,24,5,2,21,0,45.0,23.0,238.0,383.0,89.14285714285714,115.57142857142857,155.85714285714286
2010-05-25,262,1,25,5,2,21,0,141.0,309.0,85.0,113.0,106.0,108.64285714285714,147.21428571428572
2010-05-26,151,2,26,5,2,21,0,262.0,36.0,414.0,532.0,99.28571428571429,121.28571428571429,152.53571428571428
2010-05-27,172,3,27,5,2,21,0,151.0,89.0,56.0,298.0,115.71428571428571,102.5,138.92857142857142
2010-05-28,32,4,28,5,2,21,0,172.0,122.0,52.0,185.0,127.57142857142857,110.78571428571429,134.42857142857142
2010-05-29,0,5,29,5,2,21,1,32.0,0.0,0.0,0.0,114.71428571428571,109.35714285714286,128.96428571428572
2010-05-30,2,6,30,5,2,21,1,0.0,45.0,149.0,28.0,114.71428571428571,109.35714285714286,128.96428571428572
2010-05-31,0,0,31,5,2,22,0,2.0,141.0,23.0,0.0,108.57142857142857,98.85714285714286,128.03571428571428
2010-06-01,26,1,1,6,2,22,0,0.0,262.0,309.0,88.0,88.42857142857143,97.21428571428571,128.03571428571428
2010-06-02,338,2,2,6,2,22,0,26.0,151.0,36.0,413.0,54.714285714285715,77.0,125.82142857142857
2010-06-03,150,3,3,6,2,22,0,338.0,172.0,89.0,396.0,81.42857142857143,98.57142857142857,123.14285714285714
2010-06-04,45,4,4,6,2,22,0,150.0,32.0,122.0,290.0,78.28571428571429,102.92857142857143,114.35714285714286
2010-06-05,0,5,5,6,2,22,1,45.0,0.0,0.0,0.0,80.14285714285714,97.42857142857143,105.60714285714286
2010-06-06,159,6,6,6,2,22,1,0.0,2.0,45.0,20.0,80.14285714285714,97.42857142857143,105.60714285714286
2010-06-07,207,0,7,6,2,23,0,159.0,0.0,141.0,238.0,102.57142857142857,105.57142857142857,110.57142857142857
2010-06-08,135,1,8,6,2,23,0,207.0,26.0,262.0,85.0,132.14285714285714,110.28571428571429,109.46428571428571
2010-06-09,219,2,9,6,2,23,0,135.0,338.0,151.0,414.0,147.71428571428572,101.21428571428571,111.25
2010-06-10,24,3,10,6,2,23,0,219.0,150.0,172.0,56.0,130.71428571428572,106.07142857142857,104.28571428571429
2010-06-11,224,4,11,6,2,23,0,24.0,45.0,32.0,52.0,112.71428571428571,95.5,103.14285714285714
2010-06-12,0,5,12,6,2,23,1,224.0,0.0,0.0,0.0,138.28571428571428,109.21428571428571,109.28571428571429
2010-06-13,164,6,13,6,2,23,1,0.0,159.0,2.0,149.0,138.28571428571428,109.21428571428571,109.28571428571429
2010-06-14,39,0,14,6,2,24,0,164.0,207.0,0.0,23.0,139.0,120.78571428571429,109.82142857142857
2010-06-15,42,1,15,6,2,24,0,39.0,135.0,26.0,309.0,115.0,123.57142857142857,110.39285714285714
2010-06-16,126,2,16,6,2,24,0,42.0,219.0,338.0,36.0,101.71428571428571,124.71428571428571,100.85714285714286
2010-06-17,108,3,17,6,2,24,0,126.0,24.0,150.0,89.0,88.42857142857143,109.57142857142857,104.07142857142857
2010-06-18,361,4,18,6,2,24,0,108.0,224.0,45.0,122.0,100.42857142857143,106.57142857142857,104.75
2010-06-19,0,5,19,6,2,24,1,361.0,0.0,0.0,0.0,120.0,129.14285714285714,113.28571428571429
2010-06-20,20,6,20,6,2,24,1,0.0,164.0,159.0,45.0,120.0,129.14285714285714,113.28571428571429
2010-06-21,70,0,21,6,2,25,0,20.0,39.0,207.0,141.0,99.42857142857143,119.21428571428571,112.39285714285714
2010-06-22,177,1,22,6,2,25,0,70.0,42.0,135.0,262.0,103.85714285714286,109.42857142857143,109.85714285714286
2010-06-23,127,2,23,6,2,25,0,177.0,126.0,219.0,151.0,123.14285714285714,112.42857142857143,106.82142857142857
2010-06-24,180,3,24,6,2,25,0,127.0,108.0,24.0,172.0,123.28571428571429,105.85714285714286,105.96428571428571
2010-06-25,73,4,25,6,2,25,0,180.0,361.0,224.0,32.0,133.57142857142858,117.0,106.25
2010-06-26,0,5,26,6,2,25,1,73.0,0.0,0.0,0.0,92.42857142857143,106.21428571428571,107.71428571428571
2010-06-27,123,6,27,6,2,25,1,0.0,20.0,164.0,2.0,92.42857142857143,106.21428571428571,107.71428571428571
2010-06-28,295,0,28,6,2,26,0,123.0,70.0,39.0,0.0,107.14285714285714,103.28571428571429,112.03571428571429
2010-06-29,756,1,29,6,2,26,0,295.0,177.0,42.0,26.0,139.28571428571428,121.57142857142857,122.57142857142857
2010-06-30,124,2,30,6,2,26,0,756.0,127.0,126.0,338.0,222.0,172.57142857142858,148.64285714285714
2010-07-01,170,3,1,7,3,26,0,124.0,180.0,108.0,150.0,221.57142857142858,172.42857142857142,141.0
2010-07-02,60,4,2,7,3,26,0,170.0,73.0,361.0,45.0,220.14285714285714,176.85714285714286,141.71428571428572
2010-07-03,0,5,3,7,3,26,1,60.0,0.0,0.0,0.0,218.28571428571428,155.35714285714286,142.25
2010-07-04,10,6,4,7,3,26,1,0.0,123.0,20.0,159.0,218.28571428571428,155.35714285714286,142.25
2010-07-05,365,0,5,7,3,27,0,10.0,295.0,70.0,207.0,202.14285714285714,154.64285714285714,136.92857142857142
2010-07-06,21,1,6,7,3,27,0,365.0,756.0,177.0,135.0,212.14285714285714,175.71428571428572,142.57142857142858
2010-07-07,150,2,7,7,3,27,0,21.0,124.0,127.0,219.0,107.14285714285714,164.57142857142858,138.5
2010-07-08,15,3,8,7,3,27,0,150.0,170.0,180.0,24.0,110.85714285714286,166.21428571428572,136.03571428571428
2010-07-09,100,4,9,7,3,27,0,15.0,60.0,73.0,224.0,88.71428571428571,154.42857142857142,135.71428571428572
2010-07-10,0,5,10,7,3,27,1,100.0,0.0,0.0,0.0,94.42857142857143,156.35714285714286,131.28571428571428
2010-07-11,3,6,11,7,3,27,1,0.0,10.0,123.0,164.0,94.42857142857143,156.35714285714286,131.28571428571428
2010-07-12,259,0,12,7,3,28,0,3.0,365.0,295.0,39.0,93.42857142857143,147.78571428571428,125.53571428571429
2010-07-13,120,1,13,7,3,28,0,259.0,21.0,756.0,42.0,78.28571428571429,145.21428571428572,133.39285714285714
2010-07-14,212,2,14,7,3,28,0,120.0,150.0,124.0,126.0,92.42857142857143,99.78571428571429,136.17857142857142
2010-07-15,91,3,15,7,3,28,0,212.0,15.0,170.0,108.0,101.28571428571429,106.07142857142857,139.25
2010-07-16,67,4,16,7,3,28,0,91.0,100.0,60.0,361.0,112.14285714285714,100.42857142857143,138.64285714285714
2010-07-17,0,5,17,7,3,28,1,67.0,0.0,0.0,0.0,107.42857142857143,100.92857142857143,128.14285714285714
2010-07-18,116,6,18,7,3,28,1,0.0,3.0,10.0,20.0,107.42857142857143,100.92857142857143,128.14285714285714
2010-07-19,174,0,19,7,3,29,0,116.0,259.0,365.0,70.0,123.57142857142857,108.5,131.57142857142858
2010-07-20,383,1,20,7,3,29,0,174.0,120.0,21.0,177.0,111.42857142857143,94.85714285714286,135.28571428571428
2010-07-21,215,2,21,7,3,29,0,383.0,212.0,150.0,127.0,149.0,120.71428571428571,142.64285714285714
2010-07-22,78,3,22,7,3,29,0,215.0,91.0,15.0,180.0,149.42857142857142,125.35714285714286,145.78571428571428
2010-07-23,313,4,23,7,3,29,0,78.0,67.0,100.0,73.0,147.57142857142858,129.85714285714286,142.14285714285714
2010-07-24,0,5,24,7,3,29,1,313.0,0.0,0.0,0.0,182.71428571428572,145.07142857142858,150.71428571428572
2010-07-25,103,6,25,7,3,29,1,0.0,116.0,3.0,123.0,182.71428571428572,145.07142857142858,150.71428571428572
2010-07-26,75,0,26,7,3,30,0,103.0,174.0,259.0,295.0,180.85714285714286,152.21428571428572,150.0
2010-07-27,32,1,27,7,3,30,0,75.0,383.0,120.0,756.0,166.71428571428572,139.07142857142858,142.14285714285714
2010-07-28,77,2,28,7,3,30,0,32.0,215.0,212.0,124.0,116.57142857142857,132.78571428571428,116.28571428571429
2010-07-29,342,3,29,7,3,30,0,77.0,78.0,91.0,170.0,96.85714285714286,123.14285714285714,114.60714285714286
2010-07-30,40,4,30,7,3,30,0,342.0,313.0,67.0,60.0,134.57142857142858,141.07142857142858,120.75
2010-07-31,0,5,31,7,3,30,1,40.0,0.0,0.0,0.0,95.57142857142857,139.14285714285714,120.03571428571429
2010-08-01,52,6,1,8,3,30,1,0.0,103.0,116.0,10.0,95.57142857142857,139.14285714285714,120.03571428571429
2010-08-02,93,0,2,8,3,31,0,52.0,75.0,174.0,365.0,88.28571428571429,134.57142857142858,121.53571428571429
2010-08-03,94,1,3,8,3,31,0,93.0,32.0,383.0,21.0,90.85714285714286,128.78571428571428,111.82142857142857
2010-08-04,131,2,4,8,3,31,0,94.0,77.0,215.0,150.0,99.71428571428571,108.14285714285714,114.42857142857143
2010-08-05,330,3,5,8,3,31,0,131.0,342.0,78.0,15.0,107.42857142857143,102.14285714285714,113.75
2010-08-06,60,4,6,8,3,31,0,330.0,40.0,313.0,100.0,105.71428571428571,120.14285714285714,125.0
2010-08-07,0,5,7,8,3,31,1,60.0,0.0,0.0,0.0,108.57142857142857,102.07142857142857,123.57142857142857
2010-08-08,18,6,8,8,3,31,1,0.0,52.0,103.0,3.0,108.57142857142857,102.07142857142857,123.57142857142857
2010-08-09,21,0,9,8,3,32,0,18.0,93.0,75.0,259.0,103.71428571428571,96.0,124.10714285714286
2010-08-10,363,1,10,8,3,32,0,21.0,94.0,32.0,120.0,93.42857142857143,92.14285714285714,115.60714285714286
2010-08-11,174,2,11,8,3,32,0,363.0,131.0,77.0,212.0,131.85714285714286,115.78571428571429,124.28571428571429
2010-08-12,66,3,12,8,3,32,0,174.0,330.0,342.0,91.0,138.0,122.71428571428571,122.92857142857143
2010-08-13,131,4,13,8,3,32,0,66.0,60.0,40.0,67.0,100.28571428571429,103.0,122.03571428571429
2010-08-14,0,5,14,8,3,32,1,131.0,0.0,0.0,0.0,110.42857142857143,109.5,124.32142857142857
2010-08-15,138,6,15,8,3,32,1,0.0,18.0,52.0,116.0,110.42857142857143,109.5,124.32142857142857
2010-08-16,171,0,16,8,3,33,0,138.0,21.0,93.0,174.0,127.57142857142857,115.64285714285714,125.10714285714286
2010-08-17,8,1,17,8,3,33,0,171.0,363.0,94.0,383.0,149.0,121.21428571428571,125.0
