Date,Demand,DayOfWeek,DayOfMonth,Month,Quarter,WeekOfYear,IsWeekend,Lag_1,Lag_7,Lag_14,Lag_28,Rolling_Mean_7,Rolling_Mean_14,Rolling_Mean_28
2010-02-06,0,5,6,2,1,5,1,42.0,0.0,0.0,0.0,138.28571428571428,155.92857142857142,160.25
2010-02-07,29,6,7,2,1,5,1,0.0,270.0,103.0,78.0,138.28571428571428,155.92857142857142,160.25
2010-02-08,209,0,8,2,1,6,0,29.0,106.0,169.0,34.0,103.85714285714286,150.64285714285714,158.5
2010-02-09,23,1,9,2,1,6,0,209.0,167.0,219.0,105.0,118.57142857142857,153.5,164.75
2010-02-10,54,2,10,2,1,6,0,23.0,193.0,411.0,88.0,98.0,139.5,161.82142857142858
2010-02-11,198,3,11,2,1,6,0,54.0,190.0,176.0,374.0,78.14285714285714,114.0,160.60714285714286
2010-02-12,51,4,12,2,1,6,0,198.0,42.0,137.0,162.0,79.28571428571429,115.57142857142857,154.32142857142858
2010-02-13,0,5,13,2,1,6,1,51.0,0.0,0.0,0.0,80.57142857142857,109.42857142857143,150.35714285714286
2010-02-14,51,6,14,2,1,6,1,0.0,29.0,270.0,156.0,80.57142857142857,109.42857142857143,150.35714285714286
2010-02-15,194,0,15,2,1,7,0,51.0,209.0,106.0,106.0,83.71428571428571,93.78571428571429,146.60714285714286
2010-02-16,139,1,16,2,1,7,0,194.0,23.0,167.0,251.0,81.57142857142857,100.07142857142857,149.75
2010-02-17,141,2,17,2,1,7,0,139.0,54.0,193.0,244.0,98.14285714285714,98.07142857142857,145.75
2010-02-18,113,3,18,2,1,7,0,141.0,198.0,190.0,92.0,110.57142857142857,94.35714285714286,142.07142857142858
2010-02-19,45,4,19,2,1,7,0,113.0,51.0,42.0,614.0,98.42857142857143,88.85714285714286,142.82142857142858
2010-02-20,0,5,20,2,1,7,1,45.0,0.0,0.0,0.0,97.57142857142857,89.07142857142857,122.5
2010-02-21,37,6,21,2,1,7,1,0.0,51.0,29.0,103.0,97.57142857142857,89.07142857142857,122.5
2010-02-22,104,0,22,2,1,8,0,37.0,194.0,209.0,169.0,95.57142857142857,89.64285714285714,120.14285714285714
2010-02-23,149,1,23,2,1,8,0,104.0,139.0,23.0,219.0,82.71428571428571,82.14285714285714,117.82142857142857
2010-02-24,312,2,24,2,1,8,0,149.0,141.0,54.0,411.0,84.14285714285714,91.14285714285714,115.32142857142857
2010-02-25,196,3,25,2,1,8,0,312.0,113.0,198.0,176.0,108.57142857142857,109.57142857142857,111.78571428571429
2010-02-26,75,4,26,2,1,8,0,196.0,45.0,51.0,137.0,120.42857142857143,109.42857142857143,112.5
2010-02-27,0,5,27,2,1,8,1,75.0,0.0,0.0,0.0,124.71428571428571,111.14285714285714,110.28571428571429
2010-02-28,93,6,28,2,1,8,1,0.0,37.0,51.0,270.0,124.71428571428571,111.14285714285714,110.28571428571429
2010-03-01,118,0,1,3,1,9,0,93.0,104.0,194.0,106.0,132.71428571428572,114.14285714285714,103.96428571428571
2010-03-02,88,1,2,3,1,9,0,118.0,149.0,139.0,167.0,134.71428571428572,108.71428571428571,104.39285714285714
2010-03-03,210,2,3,3,1,9,0,88.0,312.0,141.0,193.0,126.0,105.07142857142857,101.57142857142857
2010-03-04,141,3,4,3,1,9,0,210.0,196.0,113.0,190.0,111.42857142857143,110.0,102.17857142857143
2010-03-05,68,4,5,3,1,9,0,141.0,75.0,45.0,42.0,103.57142857142857,112.0,100.42857142857143
2010-03-06,0,5,6,3,1,9,1,68.0,0.0,0.0,0.0,102.57142857142857,113.64285714285714,101.35714285714286
2010-03-07,213,6,7,3,1,9,1,0.0,93.0,37.0,29.0,102.57142857142857,113.64285714285714,101.35714285714286
2010-03-08,285,0,8,3,1,10,0,213.0,118.0,104.0,209.0,119.71428571428571,126.21428571428571,107.92857142857143
2010-03-09,166,1,9,3,1,10,0,285.0,88.0,149.0,23.0,143.57142857142858,139.14285714285714,110.64285714285714
2010-03-10,176,2,10,3,1,10,0,166.0,210.0,312.0,54.0,154.71428571428572,140.35714285714286,115.75
2010-03-11,79,3,11,3,1,10,0,176.0,141.0,196.0,198.0,149.85714285714286,130.64285714285714,120.10714285714286
2010-03-12,100,4,12,3,1,10,0,79.0,68.0,75.0,51.0,141.0,122.28571428571429,115.85714285714286
2010-03-13,0,5,13,3,1,10,1,100.0,0.0,0.0,0.0,145.57142857142858,124.07142857142857,117.60714285714286
2010-03-14,42,6,14,3,1,10,1,0.0,213.0,93.0,51.0,145.57142857142858,124.07142857142857,117.60714285714286
2010-03-15,98,0,15,3,1,11,0,42.0,285.0,118.0,194.0,121.14285714285714,120.42857142857143,117.28571428571429
2010-03-16,176,1,16,3,1,11,0,98.0,166.0,88.0,139.0,94.42857142857143,119.0,113.85714285714286
2010-03-17,144,2,17,3,1,11,0,176.0,176.0,210.0,141.0,95.85714285714286,125.28571428571429,115.17857142857143
2010-03-18,167,3,18,3,1,11,0,144.0,79.0,141.0,113.0,91.28571428571429,120.57142857142857,115.28571428571429
2010-03-19,139,4,19,3,1,11,0,167.0,100.0,68.0,45.0,103.85714285714286,122.42857142857143,117.21428571428571
2010-03-20,0,5,20,3,1,11,1,139.0,0.0,0.0,0.0,109.42857142857143,127.5,120.57142857142857
2010-03-21,766,6,21,3,1,11,1,0.0,42.0,213.0,37.0,109.42857142857143,127.5,120.57142857142857
2010-03-22,118,0,22,3,1,12,0,766.0,98.0,285.0,104.0,212.85714285714286,167.0,146.60714285714286
2010-03-23,391,1,23,3,1,12,0,118.0,176.0,166.0,149.0,215.71428571428572,155.07142857142858,147.10714285714286
2010-03-24,78,2,24,3,1,12,0,391.0,144.0,176.0,312.0,246.42857142857142,171.14285714285714,155.75
2010-03-25,123,3,25,3,1,12,0,78.0,167.0,79.0,196.0,237.0,164.14285714285714,147.39285714285714
2010-03-26,394,4,26,3,1,12,0,123.0,139.0,100.0,75.0,230.71428571428572,167.28571428571428,144.78571428571428
2010-03-27,0,5,27,3,1,12,1,394.0,0.0,0.0,0.0,267.14285714285717,188.28571428571428,156.17857142857142
2010-03-28,80,6,28,3,1,12,1,0.0,766.0,42.0,93.0,267.14285714285717,188.28571428571428,156.17857142857142
2010-03-29,470,0,29,3,1,13,0,80.0,118.0,98.0,118.0,169.14285714285714,191.0,155.71428571428572
2010-03-30,87,1,30,3,1,13,0,470.0,391.0,176.0,88.0,219.42857142857142,217.57142857142858,168.28571428571428
2010-03-31,149,2,31,3,1,13,0,87.0,78.0,144.0,210.0,176.0,211.21428571428572,168.25
2010-04-01,194,3,1,4,2,13,0,149.0,123.0,167.0,141.0,186.14285714285714,211.57142857142858,166.07142857142858
2010-04-02,0,4,2,4,2,13,0,194.0,394.0,139.0,68.0,196.28571428571428,213.5,167.96428571428572
2010-04-03,0,5,3,4,2,13,1,0.0,0.0,0.0,0.0,140.0,203.57142857142858,165.53571428571428
2010-04-04,0,6,4,4,2,13,1,0.0,80.0,766.0,213.0,140.0,203.57142857142858,165.53571428571428
2010-04-05,0,0,5,4,2,14,0,0.0,470.0,118.0,285.0,128.57142857142858,148.85714285714286,157.92857142857142
2010-04-06,67,1,6,4,2,14,0,0.0,87.0,391.0,166.0,61.42857142857143,140.42857142857142,147.75
2010-04-07,140,2,7,4,2,14,0,67.0,149.0,78.0,176.0,58.57142857142857,117.28571428571429,144.21428571428572
2010-04-08,128,3,8,4,2,14,0,140.0,194.0,123.0,79.0,57.285714285714285,121.71428571428571,142.92857142857142
2010-04-09,121,4,9,4,2,14,0,128.0,0.0,394.0,100.0,47.857142857142854,122.07142857142857,144.67857142857142
2010-04-10,0,5,10,4,2,14,1,121.0,0.0,0.0,0.0,65.14285714285714,102.57142857142857,145.42857142857142
2010-04-11,449,6,11,4,2,14,1,0.0,0.0,80.0,42.0,65.14285714285714,102.57142857142857,145.42857142857142
2010-04-12,112,0,12,4,2,15,0,449.0,0.0,470.0,98.0,129.28571428571428,128.92857142857142,159.96428571428572
2010-04-13,123,1,13,4,2,15,0,112.0,67.0,87.0,176.0,145.28571428571428,103.35714285714286,160.46428571428572
2010-04-14,42,2,14,4,2,15,0,123.0,140.0,149.0,144.0,153.28571428571428,105.92857142857143,158.57142857142858
2010-04-15,143,3,15,4,2,15,0,42.0,128.0,194.0,167.0,139.28571428571428,98.28571428571429,154.92857142857142
2010-04-16,30,4,16,4,2,15,0,143.0,121.0,0.0,139.0,141.42857142857142,94.64285714285714,154.07142857142858
2010-04-17,0,5,17,4,2,15,1,30.0,0.0,0.0,0.0,128.42857142857142,96.78571428571429,150.17857142857142
2010-04-18,398,6,18,4,2,15,1,0.0,449.0,0.0,766.0,128.42857142857142,96.78571428571429,150.17857142857142
2010-04-19,201,0,19,4,2,16,0,398.0,112.0,0.0,118.0,121.14285714285714,125.21428571428571,137.03571428571428
2010-04-20,70,1,20,4,2,16,0,201.0,123.0,67.0,391.0,133.85714285714286,139.57142857142858,140.0
2010-04-21,83,2,21,4,2,16,0,70.0,42.0,140.0,78.0,126.28571428571429,139.78571428571428,128.53571428571428
2010-04-22,159,3,22,4,2,16,0,83.0,143.0,128.0,123.0,132.14285714285714,135.71428571428572,128.71428571428572
2010-04-23,128,4,23,4,2,16,0,159.0,30.0,121.0,394.0,134.42857142857142,137.92857142857142,130.0
2010-04-24,0,5,24,4,2,16,1,128.0,0.0,0.0,0.0,148.42857142857142,138.42857142857142,120.5
2010-04-25,54,6,25,4,2,16,1,0.0,398.0,449.0,80.0,148.42857142857142,138.42857142857142,120.5
2010-04-26,180,0,26,4,2,17,0,54.0,201.0,112.0,470.0,99.28571428571429,110.21428571428571,119.57142857142857
2010-04-27,238,1,27,4,2,17,0,180.0,70.0,123.0,87.0,96.28571428571429,115.07142857142857,109.21428571428571
2010-04-28,358,2,28,4,2,17,0,238.0,83.0,42.0,149.0,120.28571428571429,123.28571428571429,114.60714285714286
2010-04-29,185,3,29,4,2,17,0,358.0,159.0,143.0,194.0,159.57142857142858,145.85714285714286,122.07142857142857
2010-04-30,94,4,30,4,2,17,0,185.0,128.0,30.0,0.0,163.28571428571428,148.85714285714286,121.75
2010-05-01,0,5,1,5,2,17,1,94.0,0.0,0.0,0.0,158.42857142857142,153.42857142857142,125.10714285714286
2010-05-02,65,6,2,5,2,17,1,0.0,54.0,398.0,0.0,158.42857142857142,153.42857142857142,125.10714285714286
2010-05-03,0,0,3,5,2,18,0,65.0,180.0,201.0,0.0,160.0,129.64285714285714,127.42857142857143
2010-05-04,137,1,4,5,2,18,0,0.0,238.0,70.0,67.0,134.28571428571428,115.28571428571429,127.42857142857143
2010-05-05,187,2,5,5,2,18,0,137.0,358.0,83.0,140.0,119.85714285714286,120.07142857142857,129.92857142857142
2010-05-06,434,3,6,5,2,18,0,187.0,185.0,159.0,128.0,95.42857142857143,127.5,131.60714285714286
2010-05-07,200,4,7,5,2,18,0,434.0,94.0,128.0,121.0,131.0,147.14285714285714,142.53571428571428
2010-05-08,0,5,8,5,2,18,1,200.0,0.0,0.0,0.0,146.14285714285714,152.28571428571428,145.35714285714286
2010-05-09,95,6,9,5,2,18,1,0.0,65.0,54.0,449.0,146.14285714285714,152.28571428571428,145.35714285714286
2010-05-10,142,0,10,5,2,19,0,95.0,0.0,180.0,112.0,150.42857142857142,155.21428571428572,132.71428571428572
2010-05-11,72,1,11,5,2,19,0,142.0,137.0,238.0,123.0,170.71428571428572,152.5,133.78571428571428
2010-05-12,179,2,12,5,2,19,0,72.0,187.0,358.0,42.0,161.42857142857142,140.64285714285714,131.96428571428572
2010-05-13,581,3,13,5,2,19,0,179.0,434.0,185.0,143.0,160.28571428571428,127.85714285714286,136.85714285714286
2010-05-14,59,4,14,5,2,19,0,581.0,200.0,94.0,30.0,181.28571428571428,156.14285714285714,152.5
2010-05-15,0,5,15,5,2,19,1,59.0,0.0,0.0,0.0,161.14285714285714,153.64285714285714,153.53571428571428
2010-05-16,72,6,16,5,2,19,1,0.0,95.0,65.0,398.0,161.14285714285714,153.64285714285714,153.53571428571428
2010-05-17,103,0,17,5,2,20,0,72.0,142.0,0.0,201.0,157.85714285714286,154.14285714285714,141.89285714285714
2010-05-18,294,1,18,5,2,20,0,103.0,72.0,137.0,70.0,152.28571428571428,161.5,138.39285714285714
2010-05-19,261,2,19,5,2,20,0,294.0,179.0,187.0,83.0,184.0,172.71428571428572,146.39285714285714
2010-05-20,215,3,20,5,2,20,0,261.0,581.0,434.0,159.0,195.71428571428572,178.0,152.75
2010-05-21,241,4,21,5,2,20,0,215.0,59.0,200.0,128.0,143.42857142857142,162.35714285714286,154.75
2010-05-22,0,5,22,5,2,20,1,241.0,0.0,0.0,0.0,169.42857142857142,165.28571428571428,158.78571428571428
2010-05-23,139,6,23,5,2,20,1,0.0,72.0,95.0,54.0,169.42857142857142,165.28571428571428,158.78571428571428
2010-05-24,92,0,24,5,2,21,0,139.0,103.0,142.0,180.0,179.0,168.42857142857142,161.82142857142858
2010-05-25,209,1,25,5,2,21,0,92.0,294.0,72.0,238.0,177.42857142857142,164.85714285714286,158.67857142857142
2010-05-26,184,2,26,5,2,21,0,209.0,261.0,179.0,358.0,165.28571428571428,174.64285714285714,157.64285714285714
2010-05-27,300,3,27,5,2,21,0,184.0,215.0,581.0,185.0,154.28571428571428,175.0,151.42857142857142
2010-05-28,75,4,28,5,2,21,0,300.0,241.0,59.0,94.0,166.42857142857142,154.92857142857142,155.53571428571428
2010-05-29,0,5,29,5,2,21,1,75.0,0.0,0.0,0.0,142.71428571428572,156.07142857142858,154.85714285714286
2010-05-30,94,6,30,5,2,21,1,0.0,139.0,72.0,65.0,142.71428571428572,156.07142857142858,154.85714285714286
2010-05-31,0,0,31,5,2,22,0,94.0,92.0,103.0,0.0,136.28571428571428,157.64285714285714,155.89285714285714
2010-06-01,29,1,1,6,2,22,0,0.0,209.0,294.0,137.0,123.14285714285714,150.28571428571428,155.89285714285714
2010-06-02,75,2,2,6,2,22,0,29.0,184.0,261.0,187.0,97.42857142857143,131.35714285714286,152.03571428571428
2010-06-03,156,3,3,6,2,22,0,75.0,300.0,215.0,434.0,81.85714285714286,118.07142857142857,148.03571428571428
2010-06-04,92,4,4,6,2,22,0,156.0,75.0,241.0,200.0,61.285714285714285,113.85714285714286,138.10714285714286
2010-06-05,0,5,5,6,2,22,1,92.0,0.0,0.0,0.0,63.714285714285715,103.21428571428571,134.25
2010-06-06,193,6,6,6,2,22,1,0.0,94.0,139.0,95.0,63.714285714285715,103.21428571428571,134.25
2010-06-07,609,0,7,6,2,23,0,193.0,0.0,92.0,142.0,77.85714285714286,107.07142857142857,137.75
2010-06-08,92,1,8,6,2,23,0,609.0,29.0,209.0,72.0,164.85714285714286,144.0,154.42857142857142
2010-06-09,382,2,9,6,2,23,0,92.0,75.0,184.0,179.0,173.85714285714286,135.64285714285714,155.14285714285714
2010-06-10,128,3,10,6,2,23,0,382.0,156.0,300.0,581.0,217.71428571428572,149.78571428571428,162.39285714285714
2010-06-11,243,4,11,6,2,23,0,128.0,92.0,75.0,59.0,213.71428571428572,137.5,146.21428571428572
2010-06-12,0,5,12,6,2,23,1,243.0,0.0,0.0,0.0,235.28571428571428,149.5,152.78571428571428
2010-06-13,129,6,13,6,2,23,1,0.0,193.0,94.0,72.0,235.28571428571428,149.5,152.78571428571428
2010-06-14,23,0,14,6,2,24,0,129.0,609.0,0.0,103.0,226.14285714285714,152.0,154.82142857142858
2010-06-15,129,1,15,6,2,24,0,23.0,92.0,29.0,294.0,142.42857142857142,153.64285714285714,151.96428571428572
2010-06-16,148,2,16,6,2,24,0,129.0,382.0,75.0,261.0,147.71428571428572,160.78571428571428,146.07142857142858
2010-06-17,112,3,17,6,2,24,0,148.0,128.0,156.0,215.0,114.28571428571429,166.0,142.03571428571428
2010-06-18,72,4,18,6,2,24,0,112.0,243.0,92.0,241.0,112.0,162.85714285714286,138.35714285714286
2010-06-19,0,5,19,6,2,24,1,72.0,0.0,0.0,0.0,87.57142857142857,161.42857142857142,132.32142857142858
2010-06-20,102,6,20,6,2,24,1,0.0,129.0,193.0,139.0,87.57142857142857,161.42857142857142,132.32142857142858
2010-06-21,240,0,21,6,2,25,0,102.0,23.0,609.0,92.0,83.71428571428571,154.92857142857142,131.0
2010-06-22,90,1,22,6,2,25,0,240.0,129.0,92.0,209.0,114.71428571428571,128.57142857142858,136.28571428571428
2010-06-23,27,2,23,6,2,25,0,90.0,148.0,382.0,184.0,109.14285714285714,128.42857142857142,132.03571428571428
2010-06-24,32,3,24,6,2,25,0,27.0,112.0,128.0,300.0,91.85714285714286,103.07142857142857,126.42857142857143
2010-06-25,138,4,25,6,2,25,0,32.0,72.0,243.0,75.0,80.42857142857143,96.21428571428571,116.85714285714286
2010-06-26,0,5,26,6,2,25,1,138.0,0.0,0.0,0.0,89.85714285714286,88.71428571428571,119.10714285714286
2010-06-27,250,6,27,6,2,25,1,0.0,102.0,129.0,94.0,89.85714285714286,88.71428571428571,119.10714285714286
2010-06-28,568,0,28,6,2,26,0,250.0,240.0,23.0,0.0,111.0,97.35714285714286,124.67857142857143
2010-06-29,90,1,29,6,2,26,0,568.0,90.0,129.0,29.0,157.85714285714286,136.28571428571428,144.96428571428572
2010-06-30,194,2,30,6,2,26,0,90.0,27.0,148.0,75.0,157.85714285714286,133.5,147.14285714285714
2010-07-01,295,3,1,7,3,26,0,194.0,32.0,112.0,156.0,181.71428571428572,136.78571428571428,151.39285714285714
2010-07-02,47,4,2,7,3,26,0,295.0,138.0,72.0,92.0,219.28571428571428,149.85714285714286,156.35714285714286
2010-07-03,0,5,3,7,3,26,1,47.0,0.0,0.0,0.0,206.28571428571428,148.07142857142858,154.75
2010-07-04,15,6,4,7,3,26,1,0.0,250.0,102.0,193.0,206.28571428571428,148.07142857142858,154.75
2010-07-05,120,0,5,7,3,27,0,15.0,568.0,240.0,609.0,172.71428571428572,141.85714285714286,148.39285714285714
2010-07-06,157,1,6,7,3,27,0,120.0,90.0,90.0,92.0,108.71428571428571,133.28571428571428,130.92857142857142
2010-07-07,136,2,7,7,3,27,0,157.0,194.0,27.0,382.0,118.28571428571429,138.07142857142858,133.25
2010-07-08,107,3,8,7,3,27,0,136.0,295.0,32.0,128.0,110.0,145.85714285714286,124.46428571428571
2010-07-09,108,4,9,7,3,27,0,107.0,47.0,138.0,243.0,83.14285714285714,151.21428571428572,123.71428571428571
2010-07-10,0,5,10,7,3,27,1,108.0,0.0,0.0,0.0,91.85714285714286,149.07142857142858,118.89285714285714
2010-07-11,88,6,11,7,3,27,1,0.0,15.0,250.0,129.0,91.85714285714286,149.07142857142858,118.89285714285714
2010-07-12,55,0,12,7,3,28,0,88.0,120.0,568.0,23.0,102.28571428571429,137.5,117.42857142857143
2010-07-13,758,1,13,7,3,28,0,55.0,157.0,90.0,129.0,93.0,100.85714285714286,118.57142857142857
2010-07-14,103,2,14,7,3,28,0,758.0,136.0,194.0,148.0,178.85714285714286,148.57142857142858,141.03571428571428
2010-07-15,80,3,15,7,3,28,0,103.0,107.0,295.0,112.0,174.14285714285714,142.07142857142858,139.42857142857142
2010-07-16,175,4,16,7,3,28,0,80.0,108.0,47.0,72.0,170.28571428571428,126.71428571428571,138.28571428571428
2010-07-17,0,5,17,7,3,28,1,175.0,0.0,0.0,0.0,179.85714285714286,135.85714285714286,141.96428571428572
2010-07-18,92,6,18,7,3,28,1,0.0,88.0,15.0,102.0,179.85714285714286,135.85714285714286,141.96428571428572
2010-07-19,127,0,19,7,3,29,0,92.0,55.0,120.0,240.0,180.42857142857142,141.35714285714286,141.60714285714286
2010-07-20,331,1,20,7,3,29,0,127.0,758.0,157.0,90.0,190.71428571428572,141.85714285714286,137.57142857142858
2010-07-21,98,2,21,7,3,29,0,331.0,103.0,136.0,27.0,129.71428571428572,154.28571428571428,146.17857142857142
2010-07-22,126,3,22,7,3,29,0,98.0,80.0,107.0,32.0,129.0,151.57142857142858,148.71428571428572
2010-07-23,390,4,23,7,3,29,0,126.0,175.0,108.0,138.0,135.57142857142858,152.92857142857142,152.07142857142858
2010-07-24,0,5,24,7,3,29,1,390.0,0.0,0.0,0.0,166.28571428571428,173.07142857142858,161.07142857142858
2010-07-25,87,6,25,7,3,29,1,0.0,92.0,88.0,250.0,166.28571428571428,173.07142857142858,161.07142857142858
2010-07-26,86,0,26,7,3,30,0,87.0,127.0,55.0,568.0,165.57142857142858,173.0,155.25
2010-07-27,69,1,27,7,3,30,0,86.0,331.0,758.0,90.0,159.71428571428572,175.21428571428572,138.03571428571428
2010-07-28,113,2,28,7,3,30,0,69.0,98.0,103.0,194.0,122.28571428571429,126.0,137.28571428571428
2010-07-29,229,3,29,7,3,30,0,113.0,126.0,80.0,295.0,124.42857142857143,126.71428571428571,134.39285714285714
2010-07-30,32,4,30,7,3,30,0,229.0,390.0,175.0,47.0,139.14285714285714,137.35714285714286,132.03571428571428
2010-07-31,0,5,31,7,3,30,1,32.0,0.0,0.0,0.0,88.0,127.14285714285714,131.5
2010-08-01,60,6,1,8,3,30,1,0.0,87.0,92.0,15.0,88.0,127.14285714285714,131.5
2010-08-02,121,0,2,8,3,31,0,60.0,86.0,127.0,120.0,84.14285714285714,124.85714285714286,133.10714285714286
2010-08-03,76,1,3,8,3,31,0,121.0,69.0,331.0,157.0,89.14285714285714,124.42857142857143,133.14285714285714
2010-08-04,42,2,4,8,3,31,0,76.0,113.0,98.0,136.0,90.14285714285714,106.21428571428571,130.25
2010-08-05,104,3,5,8,3,31,0,42.0,229.0,126.0,107.0,80.0,102.21428571428571,126.89285714285714
2010-08-06,92,4,6,8,3,31,0,104.0,32.0,390.0,108.0,62.142857142857146,100.64285714285714,126.78571428571429
2010-08-07,0,5,7,8,3,31,1,92.0,0.0,0.0,0.0,70.71428571428571,79.35714285714286,126.21428571428571
2010-08-08,109,6,8,8,3,31,1,0.0,60.0,87.0,88.0,70.71428571428571,79.35714285714286,126.21428571428571
2010-08-09,75,0,9,8,3,32,0,109.0,121.0,86.0,55.0,77.71428571428571,80.92857142857143,126.96428571428571
2010-08-10,603,1,10,8,3,32,0,75.0,76.0,69.0,758.0,71.14285714285714,80.14285714285714,127.67857142857143
2010-08-11,128,2,11,8,3,32,0,603.0,42.0,113.0,103.0,146.42857142857142,118.28571428571429,122.14285714285714
2010-08-12,199,3,12,8,3,32,0,128.0,104.0,229.0,80.0,158.71428571428572,119.35714285714286,123.03571428571429
2010-08-13,156,4,13,8,3,32,0,199.0,92.0,32.0,175.0,172.28571428571428,117.21428571428571,127.28571428571429
2010-08-14,0,5,14,8,3,32,1,156.0,0.0,0.0,0.0,181.42857142857142,126.07142857142857,126.60714285714286
2010-08-15,57,6,15,8,3,32,1,0.0,109.0,60.0,92.0,181.42857142857142,126.07142857142857,126.60714285714286
2010-08-16,505,0,16,8,3,33,0,57.0,75.0,121.0,127.0,174.0,125.85714285714286,125.35714285714286
2010-08-17,247,1,17,8,3,33,0,505.0,603.0,76.0,331.0,235.42857142857142,153.28571428571428,138.85714285714286
